Date,Price
27/02/2017,"5.382,87"
24/02/2017,"5.385,91"
23/02/2017,"5.372,75"
22/02/2017,"5.358,68"
21/02/2017,"5.340,99"
20/02/2017,"5.359,29"
17/02/2017,"5.350,93"
16/02/2017,"5.378,00"
14/02/2017,"5.380,67"
13/02/2017,"5.409,56"
10/2/2017,"5.371,67"
9/2/2017,"5.372,08"
8/2/2017,"5.361,09"
7/2/2017,"5.381,48"
6/2/2017,"5.395,99"
3/2/2017,"5.360,77"
2/2/2017,"5.353,71"
1/2/2017,"5.327,16"
31/01/2017,"5.294,10"
30/01/2017,"5.302,66"
27/01/2017,"5.312,84"
26/01/2017,"5.317,63"
25/01/2017,"5.293,78"
24/01/2017,"5.292,09"
23/01/2017,"5.250,97"
20/01/2017,"5.254,31"
19/01/2017,"5.298,95"
18/01/2017,"5.294,78"
17/01/2017,"5.266,94"
16/01/2017,"5.270,01"
13/01/2017,"5.272,98"
12/1/2017,"5.292,75"
11/1/2017,"5.301,24"
10/1/2017,"5.309,92"
9/1/2017,"5.316,36"
6/1/2017,"5.347,02"
5/1/2017,"5.325,50"
4/1/2017,"5.301,18"
3/1/2017,"5.275,97"
30/12/2016,"5.296,71"
29/12/2016,"5.302,57"
28/12/2016,"5.209,44"
27/12/2016,"5.102,95"
23/12/2016,"5.027,70"
22/12/2016,"5.042,87"
21/12/2016,"5.111,39"
20/12/2016,"5.162,48"
19/12/2016,"5.191,91"
16/12/2016,"5.231,65"
15/12/2016,"5.254,36"
14/12/2016,"5.262,82"
13/12/2016,"5.293,62"
9/12/2016,"5.308,13"
8/12/2016,"5.303,73"
7/12/2016,"5.265,37"
6/12/2016,"5.272,97"
5/12/2016,"5.268,31"
2/12/2016,"5.245,96"
1/12/2016,"5.198,76"
30/11/2016,"5.148,91"
29/11/2016,"5.136,67"
28/11/2016,"5.114,57"
25/11/2016,"5.122,10"
24/11/2016,"5.107,62"
23/11/2016,"5.212,00"
22/11/2016,"5.204,67"
21/11/2016,"5.148,32"
18/11/2016,"5.170,11"
17/11/2016,"5.193,02"
16/11/2016,"5.185,47"
15/11/2016,"5.078,50"
14/11/2016,"5.115,74"
11/11/2016,"5.231,97"
10/11/2016,"5.450,31"
9/11/2016,"5.414,32"
8/11/2016,"5.470,68"
7/11/2016,"5.386,21"
4/11/2016,"5.362,66"
3/11/2016,"5.329,50"
2/11/2016,"5.405,45"
1/11/2016,"5.416,01"
31/10/2016,"5.422,54"
28/10/2016,"5.410,27"
27/10/2016,"5.416,84"
26/10/2016,"5.399,68"
25/10/2016,"5.397,82"
24/10/2016,"5.421,00"
21/10/2016,"5.409,24"
20/10/2016,"5.403,69"
19/10/2016,"5.409,29"
18/10/2016,"5.430,05"
17/10/2016,"5.410,30"
14/10/2016,"5.399,89"
13/10/2016,"5.340,40"
12/10/2016,"5.364,61"
11/10/2016,"5.382,00"
10/10/2016,"5.360,83"
7/10/2016,"5.377,15"
6/10/2016,"5.409,34"
5/10/2016,"5.420,65"
4/10/2016,"5.472,32"
3/10/2016,"5.463,91"
30/09/2016,"5.364,80"
29/09/2016,"5.431,96"
28/09/2016,"5.425,34"
27/09/2016,"5.419,60"
26/09/2016,"5.352,14"
23/09/2016,"5.388,91"
22/09/2016,"5.380,26"
21/09/2016,"5.342,59"
20/09/2016,"5.302,49"
19/09/2016,"5.321,84"
16/09/2016,"5.267,77"
15/09/2016,"5.265,82"
14/09/2016,"5.146,04"
13/09/2016,"5.215,57"
9/9/2016,"5.281,92"
8/9/2016,"5.371,08"
7/9/2016,"5.381,35"
6/9/2016,"5.372,10"
5/9/2016,"5.356,95"
2/9/2016,"5.353,46"
1/9/2016,"5.334,55"
31/08/2016,"5.386,08"
30/08/2016,"5.362,32"
29/08/2016,"5.370,76"
26/08/2016,"5.438,83"
25/08/2016,"5.454,12"
24/08/2016,"5.403,99"
23/08/2016,"5.417,14"
22/08/2016,"5.427,18"
19/08/2016,"5.416,03"
18/08/2016,"5.461,45"
16/08/2016,"5.371,85"
15/08/2016,"5.320,56"
12/8/2016,"5.377,20"
11/8/2016,"5.419,09"
10/8/2016,"5.423,95"
9/8/2016,"5.440,29"
8/8/2016,"5.458,98"
5/8/2016,"5.420,25"
4/8/2016,"5.373,86"
3/8/2016,"5.351,88"
2/8/2016,"5.373,32"
1/8/2016,"5.361,58"
29/07/2016,"5.215,99"
28/07/2016,"5.299,21"
27/07/2016,"5.274,36"
26/07/2016,"5.224,40"
25/07/2016,"5.220,80"
22/07/2016,"5.197,25"
21/07/2016,"5.216,97"
20/07/2016,"5.242,82"
19/07/2016,"5.172,83"
18/07/2016,"5.127,50"
15/07/2016,"5.110,18"
14/07/2016,"5.083,54"
13/07/2016,"5.133,93"
12/7/2016,"5.099,53"
11/7/2016,"5.069,02"
1/7/2016,"4.971,58"
30/06/2016,"5.016,65"
29/06/2016,"4.980,10"
28/06/2016,"4.882,17"
27/06/2016,"4.836,05"
24/06/2016,"4.834,57"
23/06/2016,"4.874,31"
22/06/2016,"4.896,85"
21/06/2016,"4.878,71"
20/06/2016,"4.863,53"
17/06/2016,"4.835,14"
16/06/2016,"4.814,39"
15/06/2016,"4.814,82"
14/06/2016,"4.821,59"
13/06/2016,"4.807,23"
10/6/2016,"4.848,06"
9/6/2016,"4.876,79"
8/6/2016,"4.916,06"
7/6/2016,"4.933,99"
6/6/2016,"4.896,02"
3/6/2016,"4.853,92"
2/6/2016,"4.833,23"
1/6/2016,"4.839,67"
31/05/2016,"4.796,87"
30/05/2016,"4.836,03"
27/05/2016,"4.814,73"
26/05/2016,"4.784,56"
25/05/2016,"4.772,98"
24/05/2016,"4.710,78"
23/05/2016,"4.743,66"
20/05/2016,"4.711,88"
19/05/2016,"4.704,22"
18/05/2016,"4.734,36"
17/05/2016,"4.729,16"
16/05/2016,"4.731,56"
13/05/2016,"4.761,72"
12/5/2016,"4.803,32"
11/5/2016,"4.799,96"
10/5/2016,"4.763,11"
9/5/2016,"4.749,31"
4/5/2016,"4.822,60"
3/5/2016,"4.812,26"
2/5/2016,"4.808,32"
29/04/2016,"4.838,58"
28/04/2016,"4.848,39"
27/04/2016,"4.845,66"
26/04/2016,"4.814,09"
25/04/2016,"4.878,86"
22/04/2016,"4.914,74"
21/04/2016,"4.903,09"
20/04/2016,"4.876,60"
19/04/2016,"4.881,93"
18/04/2016,"4.865,53"
15/04/2016,"4.823,57"
14/04/2016,"4.814,85"
13/04/2016,"4.853,01"
12/4/2016,"4.829,57"
11/4/2016,"4.786,97"
8/4/2016,"4.846,70"
7/4/2016,"4.867,28"
6/4/2016,"4.868,23"
5/4/2016,"4.858,07"
4/4/2016,"4.850,18"
1/4/2016,"4.843,19"
31/03/2016,"4.845,37"
30/03/2016,"4.816,65"
29/03/2016,"4.781,30"
28/03/2016,"4.773,63"
24/03/2016,"4.827,09"
23/03/2016,"4.854,18"
22/03/2016,"4.856,11"
21/03/2016,"4.885,16"
18/03/2016,"4.885,71"
17/03/2016,"4.885,69"
16/03/2016,"4.861,44"
15/03/2016,"4.849,78"
14/03/2016,"4.877,53"
11/3/2016,"4.813,78"
10/3/2016,"4.793,20"
8/3/2016,"4.811,04"
7/3/2016,"4.831,57"
4/3/2016,"4.850,88"
3/3/2016,"4.844,04"
2/3/2016,"4.836,20"
1/3/2016,"4.779,98"
29/02/2016,"4.770,96"
26/02/2016,"4.733,15"
25/02/2016,"4.658,32"
24/02/2016,"4.657,72"
23/02/2016,"4.654,05"
22/02/2016,"4.708,62"
19/02/2016,"4.697,56"
18/02/2016,"4.778,79"
17/02/2016,"4.765,51"
16/02/2016,"4.745,00"
15/02/2016,"4.740,73"
12/2/2016,"4.714,39"
11/2/2016,"4.775,86"
10/2/2016,"4.732,48"
9/2/2016,"4.768,62"
5/2/2016,"4.798,95"
4/2/2016,"4.665,82"
3/2/2016,"4.596,11"
2/2/2016,"4.587,44"
1/2/2016,"4.624,64"
29/01/2016,"4.615,16"
28/01/2016,"4.602,83"
27/01/2016,"4.583,63"
26/01/2016,"4.510,47"
25/01/2016,"4.505,79"
22/01/2016,"4.456,74"
21/01/2016,"4.414,13"
20/01/2016,"4.427,98"
19/01/2016,"4.491,74"
18/01/2016,"4.481,28"
15/01/2016,"4.523,98"
14/01/2016,"4.513,18"
13/01/2016,"4.537,18"
12/1/2016,"4.512,53"
11/1/2016,"4.465,48"
8/1/2016,"4.546,29"
7/1/2016,"4.530,45"
6/1/2016,"4.608,98"
5/1/2016,"4.557,82"
4/1/2016,"4.525,92"
30/12/2015,"4.593,01"
29/12/2015,"4.569,36"
28/12/2015,"4.557,35"
23/12/2015,"4.522,65"
22/12/2015,"4.517,57"
21/12/2015,"4.490,68"
18/12/2015,"4.468,65"
17/12/2015,"4.555,96"
16/12/2015,"4.483,45"
15/12/2015,"4.409,17"
14/12/2015,"4.374,19"
11/12/2015,"4.393,52"
10/12/2015,"4.466,21"
8/12/2015,"4.464,18"
7/12/2015,"4.521,39"
4/12/2015,"4.508,45"
3/12/2015,"4.537,38"
2/12/2015,"4.545,86"
1/12/2015,"4.557,67"
30/11/2015,"4.446,46"
27/11/2015,"4.560,56"
26/11/2015,"4.597,06"
25/11/2015,"4.585,55"
24/11/2015,"4.545,38"
23/11/2015,"4.541,07"
20/11/2015,"4.561,33"
19/11/2015,"4.518,94"
18/11/2015,"4.497,91"
17/11/2015,"4.500,95"
16/11/2015,"4.442,18"
13/11/2015,"4.472,84"
12/11/2015,"4.462,23"
11/11/2015,"4.451,59"
10/11/2015,"4.451,05"
9/11/2015,"4.499,51"
6/11/2015,"4.566,55"
5/11/2015,"4.577,23"
4/11/2015,"4.612,56"
3/11/2015,"4.533,09"
2/11/2015,"4.464,96"
30/10/2015,"4.455,18"
29/10/2015,"4.472,02"
28/10/2015,"4.608,74"
27/10/2015,"4.674,06"
26/10/2015,"4.691,71"
23/10/2015,"4.653,15"
22/10/2015,"4.584,56"
21/10/2015,"4.605,23"
20/10/2015,"4.585,82"
19/10/2015,"4.569,84"
16/10/2015,"4.521,88"
15/10/2015,"4.507,19"
13/10/2015,"4.483,08"
12/10/2015,"4.630,71"
9/10/2015,"4.589,34"
8/10/2015,"4.491,43"
7/10/2015,"4.487,13"
6/10/2015,"4.445,78"
5/10/2015,"4.343,70"
2/10/2015,"4.207,80"
1/10/2015,"4.254,88"
30/09/2015,"4.223,91"
29/09/2015,"4.178,41"
28/09/2015,"4.120,50"
25/09/2015,"4.209,44"
23/09/2015,"4.244,43"
22/09/2015,"4.344,04"
21/09/2015,"4.376,08"
18/09/2015,"4.380,32"
17/09/2015,"4.378,39"
16/09/2015,"4.332,51"
15/09/2015,"4.347,16"
14/09/2015,"4.390,37"
11/9/2015,"4.360,47"
10/9/2015,"4.343,26"
9/9/2015,"4.347,28"
8/9/2015,"4.318,59"
7/9/2015,"4.301,36"
4/9/2015,"4.415,34"
3/9/2015,"4.433,11"
2/9/2015,"4.401,29"
1/9/2015,"4.412,46"
31/08/2015,"4.509,61"
28/08/2015,"4.446,20"
27/08/2015,"4.430,63"
26/08/2015,"4.237,73"
25/08/2015,"4.228,50"
24/08/2015,"4.163,73"
21/08/2015,"4.335,95"
20/08/2015,"4.441,91"
19/08/2015,"4.484,24"
18/08/2015,"4.510,48"
14/08/2015,"4.585,39"
13/08/2015,"4.584,25"
12/8/2015,"4.479,49"
11/8/2015,"4.622,59"
10/8/2015,"4.748,95"
7/8/2015,"4.770,30"
6/8/2015,"4.806,56"
5/8/2015,"4.850,53"
4/8/2015,"4.781,09"
3/8/2015,"4.800,18"
31/07/2015,"4.802,53"
30/07/2015,"4.712,49"
29/07/2015,"4.721,12"
28/07/2015,"4.714,76"
27/07/2015,"4.771,28"
24/07/2015,"4.856,60"
23/07/2015,"4.902,85"
22/07/2015,"4.906,69"
15/07/2015,"4.869,85"
14/07/2015,"4.901,81"
13/07/2015,"4.893,92"
10/7/2015,"4.859,03"
9/7/2015,"4.838,28"
8/7/2015,"4.871,57"
7/7/2015,"4.906,05"
6/7/2015,"4.916,74"
3/7/2015,"4.982,91"
2/7/2015,"4.944,78"
1/7/2015,"4.904,06"
30/06/2015,"4.910,66"
29/06/2015,"4.882,58"
26/06/2015,"4.923,01"
25/06/2015,"4.920,04"
24/06/2015,"4.953,52"
23/06/2015,"4.937,65"
22/06/2015,"4.959,25"
19/06/2015,"4.985,01"
18/06/2015,"4.945,50"
17/06/2015,"4.945,75"
16/06/2015,"4.872,60"
15/06/2015,"4.837,79"
12/6/2015,"4.935,82"
11/6/2015,"4.928,81"
10/6/2015,"4.933,56"
9/6/2015,"4.899,88"
8/6/2015,"5.014,99"
5/6/2015,"5.100,57"
4/6/2015,"5.095,82"
3/6/2015,"5.130,50"
1/6/2015,"5.213,82"
29/05/2015,"5.216,38"
28/05/2015,"5.237,40"
27/05/2015,"5.253,39"
26/05/2015,"5.320,90"
25/05/2015,"5.288,36"
22/05/2015,"5.315,15"
21/05/2015,"5.313,21"
20/05/2015,"5.292,75"
19/05/2015,"5.269,37"
18/05/2015,"5.237,81"
15/05/2015,"5.227,10"
13/05/2015,"5.246,13"
12/5/2015,"5.205,61"
11/5/2015,"5.172,48"
8/5/2015,"5.182,21"
7/5/2015,"5.150,49"
6/5/2015,"5.184,95"
5/5/2015,"5.160,31"
4/5/2015,"5.141,14"
30/04/2015,"5.086,43"
29/04/2015,"5.105,56"
28/04/2015,"5.242,16"
27/04/2015,"5.245,45"
24/04/2015,"5.435,35"
23/04/2015,"5.436,21"
22/04/2015,"5.437,12"
21/04/2015,"5.460,57"
20/04/2015,"5.400,80"
17/04/2015,"5.410,64"
16/04/2015,"5.420,73"
15/04/2015,"5.414,55"
14/04/2015,"5.419,11"
13/04/2015,"5.447,41"
10/4/2015,"5.491,34"
9/4/2015,"5.500,90"
8/4/2015,"5.486,58"
7/4/2015,"5.523,29"
6/4/2015,"5.480,03"
2/4/2015,"5.456,40"
1/4/2015,"5.466,87"
31/03/2015,"5.518,68"
30/03/2015,"5.438,66"
27/03/2015,"5.396,85"
26/03/2015,"5.368,80"
25/03/2015,"5.405,49"
24/03/2015,"5.447,65"
23/03/2015,"5.437,10"
20/03/2015,"5.443,06"
19/03/2015,"5.453,85"
18/03/2015,"5.413,15"
17/03/2015,"5.439,15"
16/03/2015,"5.435,27"
13/03/2015,"5.426,47"
12/3/2015,"5.439,83"
11/3/2015,"5.419,57"
10/3/2015,"5.462,93"
9/3/2015,"5.444,63"
6/3/2015,"5.514,79"
5/3/2015,"5.450,95"
4/3/2015,"5.448,06"
3/3/2015,"5.474,62"
2/3/2015,"5.477,83"
27/02/2015,"5.450,29"
26/02/2015,"5.451,42"
25/02/2015,"5.445,11"
24/02/2015,"5.417,31"
23/02/2015,"5.403,28"
20/02/2015,"5.400,10"
18/02/2015,"5.390,45"
17/02/2015,"5.337,50"
16/02/2015,"5.325,49"
13/02/2015,"5.374,16"
12/2/2015,"5.343,41"
11/2/2015,"5.336,52"
10/2/2015,"5.321,47"
9/2/2015,"5.348,47"
6/2/2015,"5.342,52"
5/2/2015,"5.279,90"
4/2/2015,"5.315,28"
3/2/2015,"5.291,72"
2/2/2015,"5.276,24"
30/01/2015,"5.289,40"
29/01/2015,"5.262,72"
28/01/2015,"5.268,85"
27/01/2015,"5.277,15"
26/01/2015,"5.260,02"
23/01/2015,"5.323,89"
22/01/2015,"5.253,18"
21/01/2015,"5.215,27"
20/01/2015,"5.166,09"
19/01/2015,"5.152,09"
16/01/2015,"5.148,38"
15/01/2015,"5.188,71"
14/01/2015,"5.159,67"
13/01/2015,"5.214,36"
12/1/2015,"5.187,93"
9/1/2015,"5.216,66"
8/1/2015,"5.211,83"
7/1/2015,"5.207,12"
6/1/2015,"5.169,06"
5/1/2015,"5.219,99"
2/1/2015,"5.242,77"
