Date,Price
11/1/2021,"6.382,94"
8/1/2021,"6.257,84"
7/1/2021,"6.153,63"
6/1/2021,"6.065,68"
5/1/2021,"6.137,34"
4/1/2021,"6.104,90"
30/12/2020,"5.979,07"
29/12/2020,"6.036,17"
28/12/2020,"6.093,55"
23/12/2020,"6.008,71"
22/12/2020,"6.023,29"
21/12/2020,"6.165,62"
18/12/2020,"6.104,32"
17/12/2020,"6.113,38"
16/12/2020,"6.118,40"
15/12/2020,"6.010,13"
14/12/2020,"6.012,52"
11/12/2020,"5.938,33"
10/12/2020,"5.933,70"
8/12/2020,"5.944,41"
7/12/2020,"5.930,76"
4/12/2020,"5.810,48"
3/12/2020,"5.822,94"
2/12/2020,"5.813,99"
1/12/2020,"5.724,74"
30/11/2020,"5.612,41"
27/11/2020,"5.783,34"
26/11/2020,"5.759,92"
25/11/2020,"5.679,25"
24/11/2020,"5.701,03"
23/11/2020,"5.652,76"
20/11/2020,"5.571,66"
19/11/2020,"5.594,06"
18/11/2020,"5.557,52"
17/11/2020,"5.529,94"
16/11/2020,"5.494,87"
13/11/2020,"5.461,06"
12/11/2020,"5.458,60"
11/11/2020,"5.509,51"
10/11/2020,"5.462,74"
9/11/2020,"5.356,01"
6/11/2020,"5.335,53"
5/11/2020,"5.260,33"
4/11/2020,"5.105,20"
3/11/2020,"5.159,45"
2/11/2020,"5.115,13"
27/10/2020,"5.128,23"
26/10/2020,"5.144,05"
23/10/2020,"5.112,19"
22/10/2020,"5.091,82"
21/10/2020,"5.096,45"
20/10/2020,"5.099,84"
19/10/2020,"5.126,33"
16/10/2020,"5.103,41"
15/10/2020,"5.105,15"
14/10/2020,"5.176,10"
13/10/2020,"5.132,57"
12/10/2020,"5.093,10"
9/10/2020,"5.053,66"
8/10/2020,"5.039,14"
7/10/2020,"5.004,33"
6/10/2020,"4.999,22"
5/10/2020,"4.958,77"
2/10/2020,"4.926,73"
1/10/2020,"4.970,09"
30/09/2020,"4.870,04"
29/09/2020,"4.879,10"
28/09/2020,"4.906,55"
25/09/2020,"4.945,79"
24/09/2020,"4.842,76"
23/09/2020,"4.917,95"
22/09/2020,"4.934,09"
21/09/2020,"4.999,36"
18/09/2020,"5.059,22"
17/09/2020,"5.038,40"
16/09/2020,"5.058,48"
15/09/2020,"5.100,86"
14/09/2020,"5.161,83"
11/9/2020,"5.016,71"
10/9/2020,"4.891,46"
9/9/2020,"5.149,38"
8/9/2020,"5.244,07"
7/9/2020,"5.230,20"
4/9/2020,"5.239,85"
3/9/2020,"5.280,81"
2/9/2020,"5.311,97"
1/9/2020,"5.310,68"
31/08/2020,"5.238,49"
28/08/2020,"5.346,66"
27/08/2020,"5.371,47"
26/08/2020,"5.340,33"
25/08/2020,"5.338,89"
24/08/2020,"5.277,04"
19/08/2020,"5.272,81"
18/08/2020,"5.295,17"
14/08/2020,"5.247,69"
13/08/2020,"5.239,25"
12/8/2020,"5.233,45"
11/8/2020,"5.190,17"
10/8/2020,"5.157,83"
7/8/2020,"5.143,89"
6/8/2020,"5.178,27"
5/8/2020,"5.127,05"
4/8/2020,"5.075,00"
3/8/2020,"5.006,22"
30/07/2020,"5.149,63"
29/07/2020,"5.111,11"
28/07/2020,"5.112,99"
27/07/2020,"5.116,67"
24/07/2020,"5.082,99"
23/07/2020,"5.145,01"
22/07/2020,"5.110,19"
21/07/2020,"5.114,71"
20/07/2020,"5.051,11"
17/07/2020,"5.079,59"
16/07/2020,"5.098,37"
15/07/2020,"5.075,80"
14/07/2020,"5.079,12"
13/07/2020,"5.064,45"
10/7/2020,"5.031,26"
9/7/2020,"5.052,79"
8/7/2020,"5.076,17"
7/7/2020,"4.987,08"
6/7/2020,"4.988,87"
3/7/2020,"4.973,79"
2/7/2020,"4.966,78"
1/7/2020,"4.914,39"
30/06/2020,"4.905,39"
29/06/2020,"4.901,82"
26/06/2020,"4.904,09"
25/06/2020,"4.896,73"
24/06/2020,"4.964,73"
23/06/2020,"4.879,13"
22/06/2020,"4.918,83"
19/06/2020,"4.942,27"
18/06/2020,"4.925,25"
17/06/2020,"4.987,78"
16/06/2020,"4.986,46"
15/06/2020,"4.816,34"
12/6/2020,"4.880,36"
11/6/2020,"4.854,75"
10/6/2020,"4.920,68"
9/6/2020,"5.035,06"
8/6/2020,"5.070,56"
5/6/2020,"4.947,78"
4/6/2020,"4.916,70"
3/6/2020,"4.941,01"
2/6/2020,"4.847,51"
29/05/2020,"4.753,61"
28/05/2020,"4.716,19"
27/05/2020,"4.641,56"
26/05/2020,"4.626,80"
20/05/2020,"4.545,95"
19/05/2020,"4.548,66"
18/05/2020,"4.511,06"
15/05/2020,"4.507,61"
14/05/2020,"4.513,83"
13/05/2020,"4.554,36"
12/5/2020,"4.588,73"
11/5/2020,"4.639,10"
8/5/2020,"4.597,43"
6/5/2020,"4.608,79"
5/5/2020,"4.630,13"
4/5/2020,"4.605,49"
30/04/2020,"4.716,40"
29/04/2020,"4.567,32"
28/04/2020,"4.529,55"
27/04/2020,"4.513,14"
24/04/2020,"4.496,06"
23/04/2020,"4.593,55"
22/04/2020,"4.567,56"
21/04/2020,"4.501,92"
20/04/2020,"4.575,90"
17/04/2020,"4.634,82"
16/04/2020,"4.480,61"
15/04/2020,"4.625,90"
14/04/2020,"4.706,49"
13/04/2020,"4.623,89"
9/4/2020,"4.649,08"
8/4/2020,"4.626,69"
7/4/2020,"4.778,64"
6/4/2020,"4.811,83"
3/4/2020,"4.623,43"
2/4/2020,"4.531,69"
1/4/2020,"4.466,04"
31/03/2020,"4.538,93"
30/03/2020,"4.414,50"
27/03/2020,"4.545,57"
26/03/2020,"4.338,90"
24/03/2020,"3.937,63"
23/03/2020,"3.989,52"
20/03/2020,"4.194,94"
19/03/2020,"4.105,42"
18/03/2020,"4.330,67"
17/03/2020,"4.456,75"
16/03/2020,"4.690,66"
13/03/2020,"4.907,57"
12/3/2020,"4.895,75"
11/3/2020,"5.154,10"
10/3/2020,"5.220,83"
9/3/2020,"5.136,81"
6/3/2020,"5.498,54"
5/3/2020,"5.638,13"
4/3/2020,"5.650,14"
3/3/2020,"5.518,63"
2/3/2020,"5.361,25"
28/02/2020,"5.452,70"
27/02/2020,"5.535,69"
26/02/2020,"5.688,92"
25/02/2020,"5.787,14"
24/02/2020,"5.807,05"
21/02/2020,"5.882,26"
20/02/2020,"5.942,49"
19/02/2020,"5.928,79"
18/02/2020,"5.886,96"
17/02/2020,"5.867,52"
14/02/2020,"5.866,94"
13/02/2020,"5.871,95"
12/2/2020,"5.913,08"
11/2/2020,"5.954,40"
10/2/2020,"5.952,08"
7/2/2020,"5.999,61"
6/2/2020,"5.987,15"
5/2/2020,"5.978,51"
4/2/2020,"5.922,34"
3/2/2020,"5.884,17"
31/01/2020,"5.940,05"
30/01/2020,"6.057,60"
29/01/2020,"6.113,05"
28/01/2020,"6.111,18"
27/01/2020,"6.133,21"
24/01/2020,"6.244,11"
23/01/2020,"6.249,21"
22/01/2020,"6.233,45"
21/01/2020,"6.238,15"
20/01/2020,"6.245,04"
17/01/2020,"6.291,66"
16/01/2020,"6.286,05"
15/01/2020,"6.283,36"
14/01/2020,"6.325,41"
13/01/2020,"6.296,57"
10/1/2020,"6.274,94"
9/1/2020,"6.274,49"
8/1/2020,"6.225,69"
7/1/2020,"6.279,35"
6/1/2020,"6.257,40"
3/1/2020,"6.323,47"
2/1/2020,"6.283,58"
30/12/2019,"6.299,54"
27/12/2019,"6.329,31"
26/12/2019,"6.319,44"
23/12/2019,"6.305,91"
20/12/2019,"6.284,37"
19/12/2019,"6.249,93"
18/12/2019,"6.287,25"
17/12/2019,"6.244,35"
16/12/2019,"6.211,59"
13/12/2019,"6.197,32"
12/12/2019,"6.139,40"
11/12/2019,"6.180,10"
10/12/2019,"6.183,51"
9/12/2019,"6.193,79"
6/12/2019,"6.186,87"
5/12/2019,"6.152,12"
4/12/2019,"6.112,88"
3/12/2019,"6.133,90"
2/12/2019,"6.130,06"
29/11/2019,"6.011,83"
28/11/2019,"5.953,06"
27/11/2019,"6.023,04"
26/11/2019,"6.026,19"
25/11/2019,"6.070,76"
22/11/2019,"6.100,24"
21/11/2019,"6.117,36"
20/11/2019,"6.155,11"
19/11/2019,"6.152,09"
18/11/2019,"6.122,62"
15/11/2019,"6.128,35"
14/11/2019,"6.098,95"
13/11/2019,"6.142,50"
12/11/2019,"6.180,99"
11/11/2019,"6.148,74"
8/11/2019,"6.177,99"
7/11/2019,"6.165,62"
6/11/2019,"6.217,55"
5/11/2019,"6.264,15"
4/11/2019,"6.180,34"
1/11/2019,"6.207,19"
31/10/2019,"6.228,32"
30/10/2019,"6.295,75"
29/10/2019,"6.281,14"
28/10/2019,"6.265,38"
25/10/2019,"6.252,35"
24/10/2019,"6.339,65"
23/10/2019,"6.257,81"
22/10/2019,"6.225,50"
21/10/2019,"6.198,99"
18/10/2019,"6.191,95"
17/10/2019,"6.181,01"
16/10/2019,"6.169,59"
15/10/2019,"6.158,17"
14/10/2019,"6.126,88"
11/10/2019,"6.105,80"
10/10/2019,"6.023,64"
9/10/2019,"6.029,16"
8/10/2019,"6.039,60"
7/10/2019,"6.000,58"
4/10/2019,"6.061,25"
3/10/2019,"6.038,53"
2/10/2019,"6.055,43"
1/10/2019,"6.138,25"
30/09/2019,"6.169,10"
27/09/2019,"6.196,89"
26/09/2019,"6.230,33"
25/09/2019,"6.146,40"
24/09/2019,"6.137,61"
23/09/2019,"6.206,20"
20/09/2019,"6.231,47"
19/09/2019,"6.244,47"
18/09/2019,"6.276,63"
17/09/2019,"6.236,69"
16/09/2019,"6.219,44"
13/09/2019,"6.334,84"
12/9/2019,"6.342,17"
11/9/2019,"6.381,95"
10/9/2019,"6.336,67"
9/9/2019,"6.326,21"
6/9/2019,"6.308,95"
5/9/2019,"6.306,80"
4/9/2019,"6.269,66"
3/9/2019,"6.261,59"
2/9/2019,"6.290,55"
30/08/2019,"6.328,47"
29/08/2019,"6.289,12"
28/08/2019,"6.281,65"
27/08/2019,"6.278,17"
26/08/2019,"6.214,51"
23/08/2019,"6.255,60"
22/08/2019,"6.239,24"
21/08/2019,"6.252,97"
20/08/2019,"6.295,74"
19/08/2019,"6.296,72"
16/08/2019,"6.286,66"
15/08/2019,"6.257,59"
14/08/2019,"6.267,34"
13/08/2019,"6.210,96"
12/8/2019,"6.250,60"
9/8/2019,"6.282,13"
8/8/2019,"6.274,67"
7/8/2019,"6.204,19"
6/8/2019,"6.119,47"
5/8/2019,"6.175,70"
2/8/2019,"6.340,18"
1/8/2019,"6.381,54"
31/07/2019,"6.390,51"
30/07/2019,"6.377,00"
29/07/2019,"6.299,03"
26/07/2019,"6.325,24"
25/07/2019,"6.401,36"
24/07/2019,"6.384,99"
23/07/2019,"6.403,81"
22/07/2019,"6.433,55"
19/07/2019,"6.456,54"
18/07/2019,"6.403,29"
17/07/2019,"6.394,61"
16/07/2019,"6.401,88"
15/07/2019,"6.418,23"
12/7/2019,"6.373,35"
11/7/2019,"6.417,07"
10/7/2019,"6.410,68"
9/7/2019,"6.388,32"
8/7/2019,"6.351,83"
5/7/2019,"6.373,48"
4/7/2019,"6.375,97"
3/7/2019,"6.362,62"
2/7/2019,"6.384,90"
1/7/2019,"6.379,69"
28/06/2019,"6.358,63"
27/06/2019,"6.352,71"
26/06/2019,"6.310,49"
25/06/2019,"6.320,44"
24/06/2019,"6.288,47"
21/06/2019,"6.315,44"
20/06/2019,"6.335,70"
19/06/2019,"6.339,26"
18/06/2019,"6.257,33"
17/06/2019,"6.190,52"
14/06/2019,"6.250,27"
13/06/2019,"6.273,08"
12/6/2019,"6.276,18"
11/6/2019,"6.305,99"
10/6/2019,"6.289,61"
31/05/2019,"6.209,12"
29/05/2019,"6.104,11"
28/05/2019,"6.033,14"
27/05/2019,"6.098,97"
24/05/2019,"6.057,35"
23/05/2019,"6.032,70"
22/05/2019,"5.939,64"
21/05/2019,"5.951,37"
20/05/2019,"5.907,12"
17/05/2019,"5.826,87"
16/05/2019,"5.895,74"
15/05/2019,"5.980,89"
14/05/2019,"6.071,20"
13/05/2019,"6.135,40"
10/5/2019,"6.209,12"
9/5/2019,"6.198,80"
8/5/2019,"6.270,20"
7/5/2019,"6.297,32"
6/5/2019,"6.256,35"
3/5/2019,"6.319,46"
2/5/2019,"6.374,42"
30/04/2019,"6.455,35"
29/04/2019,"6.425,90"
26/04/2019,"6.401,08"
25/04/2019,"6.372,79"
24/04/2019,"6.447,89"
23/04/2019,"6.462,82"
22/04/2019,"6.414,74"
18/04/2019,"6.507,22"
16/04/2019,"6.481,54"
15/04/2019,"6.435,15"
12/4/2019,"6.405,87"
11/4/2019,"6.410,17"
10/4/2019,"6.478,33"
9/4/2019,"6.484,35"
8/4/2019,"6.425,73"
5/4/2019,"6.474,02"
4/4/2019,"6.494,63"
2/4/2019,"6.476,07"
1/4/2019,"6.452,61"
29/03/2019,"6.468,76"
28/03/2019,"6.480,79"
27/03/2019,"6.444,74"
26/03/2019,"6.470,00"
25/03/2019,"6.411,25"
22/03/2019,"6.525,27"
21/03/2019,"6.501,78"
20/03/2019,"6.482,71"
19/03/2019,"6.480,28"
18/03/2019,"6.509,45"
15/03/2019,"6.461,18"
14/03/2019,"6.413,27"
13/03/2019,"6.377,57"
12/3/2019,"6.353,77"
11/3/2019,"6.366,43"
8/3/2019,"6.383,07"
6/3/2019,"6.457,96"
5/3/2019,"6.441,28"
4/3/2019,"6.488,42"
1/3/2019,"6.499,88"
28/02/2019,"6.443,35"
27/02/2019,"6.525,68"
26/02/2019,"6.540,95"
25/02/2019,"6.525,36"
22/02/2019,"6.501,38"
21/02/2019,"6.537,77"
20/02/2019,"6.512,78"
19/02/2019,"6.494,67"
18/02/2019,"6.497,81"
15/02/2019,"6.389,09"
14/02/2019,"6.420,02"
13/02/2019,"6.419,12"
12/2/2019,"6.426,32"
11/2/2019,"6.495,00"
8/2/2019,"6.521,66"
7/2/2019,"6.536,46"
6/2/2019,"6.547,88"
4/2/2019,"6.481,45"
1/2/2019,"6.538,64"
31/01/2019,"6.532,97"
30/01/2019,"6.464,19"
29/01/2019,"6.436,48"
28/01/2019,"6.458,71"
25/01/2019,"6.482,84"
24/01/2019,"6.466,65"
23/01/2019,"6.451,17"
22/01/2019,"6.468,56"
21/01/2019,"6.450,83"
18/01/2019,"6.448,16"
17/01/2019,"6.423,78"
16/01/2019,"6.413,36"
15/01/2019,"6.408,78"
14/01/2019,"6.336,12"
11/1/2019,"6.361,47"
10/1/2019,"6.328,71"
9/1/2019,"6.272,24"
8/1/2019,"6.262,85"
7/1/2019,"6.287,22"
4/1/2019,"6.274,54"
3/1/2019,"6.221,01"
2/1/2019,"6.181,18"
28/12/2018,"6.194,50"
27/12/2018,"6.190,64"
26/12/2018,"6.127,85"
21/12/2018,"6.163,60"
20/12/2018,"6.147,88"
19/12/2018,"6.176,09"
18/12/2018,"6.081,87"
17/12/2018,"6.089,31"
14/12/2018,"6.169,84"
13/12/2018,"6.177,72"
12/12/2018,"6.115,58"
11/12/2018,"6.076,59"
10/12/2018,"6.111,36"
7/12/2018,"6.126,36"
6/12/2018,"6.115,49"
5/12/2018,"6.133,12"
4/12/2018,"6.152,86"
3/12/2018,"6.118,32"
30/11/2018,"6.056,12"
29/11/2018,"6.107,17"
28/11/2018,"5.991,25"
27/11/2018,"6.013,59"
26/11/2018,"6.022,78"
23/11/2018,"6.006,20"
22/11/2018,"5.990,81"
21/11/2018,"5.948,05"
19/11/2018,"6.005,30"
16/11/2018,"6.012,35"
15/11/2018,"5.955,74"
14/11/2018,"5.858,29"
13/11/2018,"5.835,20"
12/11/2018,"5.777,05"
9/11/2018,"5.874,15"
8/11/2018,"5.976,81"
7/11/2018,"5.939,89"
6/11/2018,"5.923,93"
5/11/2018,"5.920,59"
2/11/2018,"5.906,29"
1/11/2018,"5.835,92"
31/10/2018,"5.831,65"
30/10/2018,"5.789,10"
29/10/2018,"5.754,61"
26/10/2018,"5.784,92"
25/10/2018,"5.754,97"
24/10/2018,"5.709,42"
23/10/2018,"5.797,89"
22/10/2018,"5.840,44"
19/10/2018,"5.837,29"
18/10/2018,"5.845,24"
17/10/2018,"5.868,62"
16/10/2018,"5.800,82"
15/10/2018,"5.727,26"
12/10/2018,"5.756,49"
11/10/2018,"5.702,82"
10/10/2018,"5.820,67"
9/10/2018,"5.796,79"
8/10/2018,"5.761,07"
5/10/2018,"5.731,94"
4/10/2018,"5.756,62"
3/10/2018,"5.867,74"
2/10/2018,"5.875,62"
1/10/2018,"5.944,60"
28/09/2018,"5.976,55"
27/09/2018,"5.929,22"
26/09/2018,"5.873,27"
25/09/2018,"5.874,30"
24/09/2018,"5.882,22"
21/09/2018,"5.957,74"
20/09/2018,"5.931,27"
19/09/2018,"5.873,60"
18/09/2018,"5.811,79"
17/09/2018,"5.824,26"
14/09/2018,"5.931,28"
13/09/2018,"5.858,27"
12/9/2018,"5.798,15"
10/9/2018,"5.831,12"
7/9/2018,"5.851,47"
6/9/2018,"5.776,10"
5/9/2018,"5.683,50"
4/9/2018,"5.905,30"
3/9/2018,"5.967,58"
31/08/2018,"6.018,46"
30/08/2018,"6.018,96"
29/08/2018,"6.065,15"
28/08/2018,"6.042,65"
27/08/2018,"6.025,97"
24/08/2018,"5.968,75"
23/08/2018,"5.982,98"
21/08/2018,"5.944,30"
20/08/2018,"5.892,19"
16/08/2018,"5.783,80"
15/08/2018,"5.816,59"
14/08/2018,"5.769,87"
13/08/2018,"5.861,25"
10/8/2018,"6.077,17"
9/8/2018,"6.065,26"
8/8/2018,"6.094,83"
7/8/2018,"6.091,25"
6/8/2018,"6.101,13"
3/8/2018,"6.007,54"
2/8/2018,"6.011,72"
1/8/2018,"6.033,42"
31/07/2018,"5.936,44"
30/07/2018,"6.027,94"
27/07/2018,"5.989,14"
26/07/2018,"5.946,14"
25/07/2018,"5.933,89"
24/07/2018,"5.931,84"
23/07/2018,"5.915,80"
20/07/2018,"5.872,78"
19/07/2018,"5.871,08"
18/07/2018,"5.890,73"
17/07/2018,"5.861,51"
16/07/2018,"5.905,16"
13/07/2018,"5.944,07"
12/7/2018,"5.907,87"
11/7/2018,"5.893,36"
10/7/2018,"5.881,76"
9/7/2018,"5.807,38"
6/7/2018,"5.694,91"
5/7/2018,"5.739,33"
4/7/2018,"5.733,64"
3/7/2018,"5.633,94"
2/7/2018,"5.746,77"
29/06/2018,"5.799,24"
28/06/2018,"5.667,32"
27/06/2018,"5.787,55"
26/06/2018,"5.825,65"
25/06/2018,"5.859,08"
22/06/2018,"5.821,81"
21/06/2018,"5.822,33"
20/06/2018,"5.884,04"
8/6/2018,"5.993,63"
7/6/2018,"6.106,70"
6/6/2018,"6.069,71"
5/6/2018,"6.088,79"
4/6/2018,"6.014,82"
31/05/2018,"5.983,59"
30/05/2018,"6.011,06"
28/05/2018,"6.068,32"
25/05/2018,"5.975,74"
24/05/2018,"5.946,54"
23/05/2018,"5.792,00"
22/05/2018,"5.751,12"
21/05/2018,"5.733,85"
18/05/2018,"5.783,31"
17/05/2018,"5.815,92"
16/05/2018,"5.841,46"
15/05/2018,"5.838,12"
14/05/2018,"5.947,15"
11/5/2018,"5.956,83"
9/5/2018,"5.907,94"
8/5/2018,"5.774,72"
7/5/2018,"5.885,10"
4/5/2018,"5.792,35"
3/5/2018,"5.858,73"
2/5/2018,"6.012,24"
30/04/2018,"5.994,60"
27/04/2018,"5.919,24"
26/04/2018,"5.909,20"
25/04/2018,"6.079,85"
24/04/2018,"6.229,64"
23/04/2018,"6.308,15"
20/04/2018,"6.337,69"
19/04/2018,"6.355,90"
18/04/2018,"6.320,01"
17/04/2018,"6.285,76"
16/04/2018,"6.286,75"
13/04/2018,"6.270,33"
12/4/2018,"6.310,80"
11/4/2018,"6.360,93"
10/4/2018,"6.325,82"
9/4/2018,"6.246,13"
6/4/2018,"6.175,05"
5/4/2018,"6.183,23"
4/4/2018,"6.157,10"
3/4/2018,"6.229,01"
2/4/2018,"6.240,57"
29/03/2018,"6.188,99"
28/03/2018,"6.140,84"
27/03/2018,"6.209,35"
26/03/2018,"6.200,17"
23/03/2018,"6.210,70"
22/03/2018,"6.254,07"
21/03/2018,"6.312,83"
20/03/2018,"6.243,58"
19/03/2018,"6.289,57"
16/03/2018,"6.304,95"
15/03/2018,"6.321,90"
14/03/2018,"6.382,62"
13/03/2018,"6.412,85"
12/3/2018,"6.500,69"
9/3/2018,"6.433,32"
8/3/2018,"6.443,02"
7/3/2018,"6.368,27"
6/3/2018,"6.500,11"
5/3/2018,"6.550,59"
2/3/2018,"6.582,32"
1/3/2018,"6.606,05"
28/02/2018,"6.597,22"
27/02/2018,"6.598,93"
26/02/2018,"6.554,67"
23/02/2018,"6.619,80"
22/02/2018,"6.593,06"
21/02/2018,"6.643,40"
20/02/2018,"6.662,88"
19/02/2018,"6.689,29"
15/02/2018,"6.591,58"
14/02/2018,"6.594,40"
13/02/2018,"6.578,18"
12/2/2018,"6.523,45"
9/2/2018,"6.505,52"
8/2/2018,"6.544,63"
7/2/2018,"6.534,87"
6/2/2018,"6.478,54"
5/2/2018,"6.589,68"
2/2/2018,"6.628,82"
1/2/2018,"6.598,46"
31/01/2018,"6.605,63"
30/01/2018,"6.575,49"
29/01/2018,"6.680,62"
26/01/2018,"6.660,62"
25/01/2018,"6.615,33"
24/01/2018,"6.615,49"
23/01/2018,"6.635,33"
22/01/2018,"6.500,53"
19/01/2018,"6.490,90"
18/01/2018,"6.472,67"
17/01/2018,"6.444,52"
16/01/2018,"6.429,69"
15/01/2018,"6.382,19"
12/1/2018,"6.370,06"
11/1/2018,"6.386,34"
10/1/2018,"6.371,17"
9/1/2018,"6.373,14"
8/1/2018,"6.385,40"
5/1/2018,"6.353,74"
4/1/2018,"6.292,32"
3/1/2018,"6.251,48"
2/1/2018,"6.339,24"
29/12/2017,"6.355,65"
28/12/2017,"6.314,05"
27/12/2017,"6.277,16"
22/12/2017,"6.221,01"
21/12/2017,"6.183,39"
20/12/2017,"6.109,48"
19/12/2017,"6.167,67"
18/12/2017,"6.133,96"
15/12/2017,"6.119,42"
14/12/2017,"6.113,65"
13/12/2017,"6.054,60"
12/12/2017,"6.032,37"
11/12/2017,"6.026,63"
8/12/2017,"6.030,96"
7/12/2017,"6.006,84"
6/12/2017,"6.035,51"
5/12/2017,"6.000,47"
4/12/2017,"5.998,19"
30/11/2017,"5.952,14"
29/11/2017,"6.061,37"
28/11/2017,"6.070,72"
27/11/2017,"6.064,59"
24/11/2017,"6.067,14"
23/11/2017,"6.063,24"
22/11/2017,"6.069,78"
21/11/2017,"6.031,86"
20/11/2017,"6.053,28"
17/11/2017,"6.051,73"
16/11/2017,"6.037,91"
15/11/2017,"5.972,31"
14/11/2017,"5.988,29"
13/11/2017,"6.021,46"
10/11/2017,"6.021,83"
9/11/2017,"6.042,46"
8/11/2017,"6.049,38"
7/11/2017,"6.060,45"
6/11/2017,"6.050,82"
3/11/2017,"6.039,54"
2/11/2017,"6.031,11"
1/11/2017,"6.038,15"
31/10/2017,"6.005,78"
30/10/2017,"5.974,08"
27/10/2017,"5.975,28"
26/10/2017,"5.995,85"
25/10/2017,"6.025,43"
24/10/2017,"5.952,08"
23/10/2017,"5.950,03"
20/10/2017,"5.929,55"
19/10/2017,"5.910,53"
18/10/2017,"5.929,20"
17/10/2017,"5.947,33"
16/10/2017,"5.949,70"
13/10/2017,"5.924,12"
12/10/2017,"5.926,20"
11/10/2017,"5.882,79"
10/10/2017,"5.905,76"
9/10/2017,"5.914,93"
6/10/2017,"5.905,38"
5/10/2017,"5.901,91"
4/10/2017,"5.951,48"
3/10/2017,"5.939,45"
2/10/2017,"5.914,03"
29/09/2017,"5.900,85"
28/09/2017,"5.841,05"
27/09/2017,"5.863,03"
26/09/2017,"5.863,96"
25/09/2017,"5.894,61"
22/09/2017,"5.911,71"
20/09/2017,"5.906,57"
19/09/2017,"5.901,33"
18/09/2017,"5.884,61"
15/09/2017,"5.872,39"
14/09/2017,"5.852,00"
13/09/2017,"5.845,73"
12/9/2017,"5.872,38"
11/9/2017,"5.871,88"
8/9/2017,"5.857,12"
7/9/2017,"5.832,31"
6/9/2017,"5.824,14"
5/9/2017,"5.829,98"
4/9/2017,"5.813,74"
31/08/2017,"5.864,06"
30/08/2017,"5.872,51"
29/08/2017,"5.888,21"
28/08/2017,"5.903,34"
25/08/2017,"5.915,36"
24/08/2017,"5.894,12"
23/08/2017,"5.914,02"
22/08/2017,"5.880,30"
21/08/2017,"5.861,00"
18/08/2017,"5.893,84"
16/08/2017,"5.891,95"
15/08/2017,"5.835,04"
14/08/2017,"5.801,49"
11/8/2017,"5.766,14"
10/8/2017,"5.825,95"
9/8/2017,"5.824,01"
8/8/2017,"5.810,56"
7/8/2017,"5.749,29"
4/8/2017,"5.777,48"
3/8/2017,"5.780,58"
2/8/2017,"5.824,25"
1/8/2017,"5.805,20"
31/07/2017,"5.840,94"
28/07/2017,"5.831,03"
27/07/2017,"5.819,74"
26/07/2017,"5.800,21"
25/07/2017,"5.813,53"
24/07/2017,"5.801,59"
21/07/2017,"5.765,42"
20/07/2017,"5.825,21"
19/07/2017,"5.806,69"
18/07/2017,"5.822,35"
17/07/2017,"5.841,28"
14/07/2017,"5.831,80"
13/07/2017,"5.830,04"
12/7/2017,"5.819,13"
11/7/2017,"5.773,33"
10/7/2017,"5.771,51"
7/7/2017,"5.814,79"
6/7/2017,"5.849,57"
5/7/2017,"5.825,05"
4/7/2017,"5.865,36"
3/7/2017,"5.910,24"
22/06/2017,"5.829,71"
21/06/2017,"5.818,55"
20/06/2017,"5.791,90"
19/06/2017,"5.741,91"
16/06/2017,"5.723,64"
15/06/2017,"5.776,28"
14/06/2017,"5.792,90"
13/06/2017,"5.707,65"
12/6/2017,"5.691,44"
9/6/2017,"5.675,52"
8/6/2017,"5.702,92"
7/6/2017,"5.717,32"
6/6/2017,"5.707,83"
5/6/2017,"5.748,23"
2/6/2017,"5.742,45"
31/05/2017,"5.738,15"
30/05/2017,"5.693,39"
29/05/2017,"5.712,33"
26/05/2017,"5.716,81"
24/05/2017,"5.703,43"
23/05/2017,"5.730,61"
22/05/2017,"5.749,44"
19/05/2017,"5.791,88"
18/05/2017,"5.645,45"
17/05/2017,"5.615,49"
16/05/2017,"5.647,00"
15/05/2017,"5.688,87"
12/5/2017,"5.675,22"
10/5/2017,"5.653,01"
9/5/2017,"5.697,06"
8/5/2017,"5.707,86"
5/5/2017,"5.683,38"
4/5/2017,"5.669,44"
3/5/2017,"5.647,37"
2/5/2017,"5.675,81"
28/04/2017,"5.685,30"
27/04/2017,"5.707,03"
26/04/2017,"5.726,53"
25/04/2017,"5.680,80"
21/04/2017,"5.664,48"
20/04/2017,"5.595,31"
18/04/2017,"5.606,52"
17/04/2017,"5.577,49"
13/04/2017,"5.616,55"
12/4/2017,"5.644,15"
11/4/2017,"5.627,93"
10/4/2017,"5.644,30"
7/4/2017,"5.653,49"
6/4/2017,"5.680,24"
5/4/2017,"5.676,98"
4/4/2017,"5.651,82"
3/4/2017,"5.606,79"
31/03/2017,"5.568,11"
30/03/2017,"5.592,95"
29/03/2017,"5.592,51"
27/03/2017,"5.541,20"
24/03/2017,"5.567,13"
23/03/2017,"5.563,76"
22/03/2017,"5.534,09"
21/03/2017,"5.543,09"
20/03/2017,"5.533,99"
17/03/2017,"5.540,43"
16/03/2017,"5.518,24"
15/03/2017,"5.432,38"
14/03/2017,"5.431,59"
13/03/2017,"5.409,37"
10/3/2017,"5.390,68"
9/3/2017,"5.402,39"
8/3/2017,"5.393,76"
7/3/2017,"5.402,61"
6/3/2017,"5.409,82"
3/3/2017,"5.391,22"
2/3/2017,"5.408,25"
1/3/2017,"5.363,06"
28/02/2017,"5.386,69"
